date,CC,dr_ada,dr_bat,dr_bch,dr_bnb,dr_bsv,dr_btc,dr_dash,dr_eos,dr_etc,dr_eth,dr_ltc,dr_miota,dr_mkr,dr_neo,dr_okb,dr_ont,dr_trx,dr_usdt,dr_vet,dr_xem,dr_xlm,dr_xmr,dr_xrp,dr_xtz,dr_zec
2018-09-06,dr_usdt,-0.04608830903573908,0.0038692138285412138,-0.08307785888861523,-0.005691596205941217,inf,-0.13690633686081574,-0.059435322655477005,-0.08059605644670698,-0.016791787697301348,-0.02605687282734716,-0.07270646000269822,-0.08059771878063118,-0.07858950999820966,-0.05740952046649228,-0.04679083253451971,-0.058506125353279474,-0.11663222945455602,1.0000000000000007,-0.02122047430743026,-0.04731858023593568,-0.10409742736294757,-0.10127125768463272,-0.04534922925163585,0.024954833507320143,-0.14609281763229562
2018-09-06,dr_vet,0.10626428371767209,0.15132327836690837,0.13919462372718033,-0.016597080615940753,inf,0.16214908942355177,0.12965531640047476,0.0941280687136731,0.05858489584354575,0.11136894822523587,0.14890670267183115,0.07055780126781709,0.06774171228126591,0.1267649921816816,0.06381018022480713,0.14288173137168517,0.12090896041991803,-0.02122047430743026,1.0000000000000022,0.08359024297470248,0.06814468044447868,0.14697452954361329,0.11319615198829419,0.07048904134679386,0.09957691262844248
2018-09-06,dr_xem,0.7712906011404911,0.530960414849076,0.7090943075461698,0.586929218907004,inf,0.7699273512278749,0.7089138448613946,0.5882011795915808,0.6628880490218032,0.7866352074495659,0.7716972919236134,0.6570656083566567,0.7059038710665329,0.7790135720667367,0.41181755393314873,0.47170735156151117,0.6167226633072629,-0.04731858023593568,0.08359024297470248,1.0000000000000004,0.783188043410663,0.7090286779467052,0.7838157144302176,0.4207918876416138,0.6850855512159411
2018-09-06,dr_xlm,0.8159331180754055,0.5804411571373173,0.7266968066022648,0.4886244923143883,inf,0.7663996555794343,0.722986987704987,0.6035357557901911,0.6321414975022014,0.7242331280827268,0.760273029367346,0.6425064591393774,0.6861269810153899,0.7609751229497529,0.3483377830510018,0.4588934598954583,0.6083203244084457,-0.10409742736294757,0.06814468044447868,0.783188043410663,0.9999999999999988,0.7278850114661195,0.7715437237251226,0.41350041545561733,0.7200432106703492
2018-09-06,dr_xmr,0.7148767056443903,0.5966472348447591,0.7818946530355275,0.516514394767848,inf,0.8285264537674203,0.8199329566347108,0.6057846280371108,0.6694240948420486,0.7731526594403574,0.8088086620637636,0.64212183551391,0.7073150523893139,0.7811349016939451,0.4085528261969383,0.4330960291331534,0.6319029995030482,-0.10127125768463272,0.14697452954361329,0.7090286779467052,0.7278850114661195,1.0000000000000013,0.7694118349613733,0.4177952051330622,0.7696855347911782
2018-09-06,dr_xrp,0.8155141214314666,0.5880728134257602,0.8175801805282031,0.5452758183917951,inf,0.7901271507460685,0.7700729317467524,0.7127670705740426,0.7348295475586379,0.8701906150929182,0.8575070505174841,0.7609591631371712,0.7792550392285195,0.8430383299818984,0.47081249251992446,0.5459943989191284,0.6632897493915978,-0.04534922925163585,0.11319615198829419,0.7838157144302176,0.7715437237251226,0.7694118349613733,0.9999999999999987,0.4135482362748352,0.7485230051880774
2018-09-06,dr_xtz,0.4497797173335708,0.3495033175056699,0.4165985541245823,0.38997572989011087,inf,0.4482406323442011,0.4914864267687109,0.3394468293970567,0.4343173502437652,0.4717635820079374,0.4466295403505526,0.3205868860166941,0.4133313572546905,0.38882765632076693,0.20259246253660984,0.27117947616438276,0.4105347590384836,0.024954833507320143,0.07048904134679386,0.4207918876416138,0.41350041545561733,0.4177952051330622,0.4135482362748352,1.0,0.4458345659748859
2018-09-06,dr_zec,0.6978866950153457,0.5888476778689997,0.7487854448987693,0.5594146194093407,inf,0.78249351443079,0.8000352302452616,0.5652679436746365,0.6589638283201943,0.7892170693984799,0.7976376556718513,0.6570972576314176,0.7197056774711162,0.7328381701054479,0.43685007303529594,0.4705380737333945,0.6274034830355542,-0.14609281763229562,0.09957691262844248,0.6850855512159411,0.7200432106703492,0.7696855347911782,0.7485230051880774,0.4458345659748859,1.0000000000000004
2018-09-07,dr_ada,0.999999999999999,0.5571297815175208,0.7452186784933399,0.5001543767577854,inf,0.7730206227685468,0.7399413146635591,0.6808365767889182,0.6644099791681805,0.7943717591130232,0.773520210344999,0.6944503051460399,0.7380554831585147,0.7900973473076212,0.4128387808079069,0.5000390823738021,0.6291426526191155,-0.04598365288842266,0.10647706306487427,0.7726469638500695,0.8158443272888507,0.7158124047092995,0.8116948137670127,0.44884427844939306,0.6975807271490414
2018-09-07,dr_bat,0.5571297815175208,1.0000000000000002,0.5836128146942993,0.37292358285757293,inf,0.5811517471448172,0.5790813808716561,0.48287217189704296,0.5019925440671591,0.5831884699314774,0.5828689021862189,0.489711461146804,0.5153730767556813,0.5686665294099029,0.3318376312537259,0.3625038942618347,0.5247483662450003,0.0036684274473743456,0.15111676166320223,0.5302478037178401,0.5828013946845096,0.602616640415762,0.5873408471114107,0.35010676597780876,0.5920887734819763
2018-09-07,dr_bch,0.7452186784933399,0.5836128146942993,0.9999999999999997,0.5393961358508812,inf,0.8043209497791034,0.7850292023701827,0.6403384310537801,0.6885205987595991,0.8355714802777848,0.8540098961868202,0.6887464847531116,0.7600709172260188,0.772532052638306,0.4506379484837944,0.5067191548163875,0.6679292727508735,-0.0834426444794446,0.13922127342488175,0.7109452477210959,0.7257137918303509,0.7804524558330187,0.8099742910214272,0.4169874464194474,0.7480774985014494
2018-09-07,dr_bnb,0.5001543767577854,0.37292358285757293,0.5393961358508812,0.9999999999999967,-inf,0.5792686586068297,0.5745615066591397,0.4658169192499362,0.48933784346021786,0.621227763245768,0.5659386586026286,0.48603817398728155,0.587784550540494,0.5460042242023752,0.33565431064948453,0.43809587059954835,0.5375924143389205,-0.005332851689802771,-0.0161629643016255,0.5895861919244971,0.4872727494192735,0.5147443706121896,0.542437666852929,0.3884510179248635,0.5576197699472951
2018-09-07,dr_bsv,inf,inf,inf,-inf,inf,inf,inf,inf,inf,inf,inf,-inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2018-09-07,dr_btc,0.7730206227685468,0.5811517471448172,0.8043209497791034,0.5792686586068297,inf,0.9999999999999994,0.7679310176571056,0.6184376478896055,0.7105307295022336,0.8568981812420599,0.874019939685448,0.6418036957707447,0.8102182955404957,0.758058104572768,0.4183931546997227,0.42535966842442946,0.6766977741221882,-0.13810559353337598,0.16142344134580164,0.7710739863193449,0.7631318982005487,0.8214642151500579,0.7739182478890578,0.45069011314985546,0.7801256643390266
2018-09-07,dr_dash,0.7399413146635591,0.5790813808716561,0.7850292023701827,0.5745615066591397,inf,0.7679310176571056,1.000000000000001,0.5881196585690943,0.6886081310027202,0.8157983639702353,0.8159865412596214,0.7077049350424771,0.7093665602139123,0.8306426617222772,0.4407852048251958,0.4682385234092442,0.6687924497062758,-0.05837765141526156,0.1302723475986821,0.7092932995975071,0.7225450422465308,0.8237754955026279,0.7718106449973035,0.48717962046308316,0.7988974135711112
2018-09-07,dr_eos,0.6808365767889182,0.48287217189704296,0.6403384310537801,0.4658169192499362,inf,0.6184376478896055,0.5881196585690943,0.9999999999999997,0.5677041884900231,0.6599568715907747,0.6725956855547718,0.5434305888522218,0.6275256300152153,0.7087559548768063,0.4470502728998401,0.5311575060865911,0.6413245998230477,-0.08054242127930411,0.09424592056820696,0.5890388974416332,0.6033852229292676,0.6068100558125694,0.7093809158171811,0.33877066387486243,0.5651129914300816
2018-09-07,dr_etc,0.6644099791681805,0.5019925440671591,0.6885205987595991,0.48933784346021786,inf,0.7105307295022336,0.6886081310027202,0.5677041884900231,0.9999999999999992,0.7555464429728037,0.7353314157261586,0.6034445942857168,0.6465703270786318,0.6769250531663721,0.43585035279242546,0.42998346090673023,0.5691084811542513,-0.01654088110920331,0.05918812610620621,0.6670924368580989,0.6309661823570832,0.6670949748893021,0.7305557985807748,0.4334568356118403,0.6571896485833882
2018-09-07,dr_eth,0.7943717591130232,0.5831884699314774,0.8355714802777848,0.621227763245768,inf,0.8568981812420599,0.8157983639702353,0.6599568715907747,0.7555464429728037,1.0,0.8980245428233613,0.7554675139967273,0.8725943225092059,0.8298737700625879,0.5192249299813843,0.5502373025127069,0.6741293295565273,-0.026180985416748376,0.11151164565311639,0.7886664788127825,0.7235030559632518,0.7725263295085908,0.8639973991326294,0.47160983219539515,0.788725736695436
2018-09-07,dr_ltc,0.773520210344999,0.5828689021862189,0.8540098961868202,0.5659386586026286,inf,0.874019939685448,0.8159865412596214,0.6725956855547718,0.7353314157261586,0.8980245428233613,0.9999999999999992,0.697921949544694,0.8075016094358983,0.8276436493748746,0.47043167202245906,0.5025752461817096,0.6634249873561864,-0.07323350579363117,0.1489117225894296,0.7740616417346732,0.7590472227781282,0.8062864078297781,0.8483364153814187,0.44752457473653934,0.7968020943626568
2018-09-07,dr_miota,0.6944503051460399,0.489711461146804,0.6887464847531116,0.48603817398728155,-inf,0.6418036957707447,0.7077049350424771,0.5434305888522218,0.6034445942857168,0.7554675139967273,0.697921949544694,0.9999999999999983,0.6612033065203177,0.7649009798848926,0.500691084101693,0.5593729901548476,0.547179480473734,-0.07969480757097157,0.07125082236302557,0.6582009077940395,0.6418011186437805,0.6439898842149608,0.7613198571506294,0.31725951407903286,0.655646046102712
2018-09-07,dr_mkr,0.7380554831585147,0.5153730767556813,0.7600709172260188,0.587784550540494,inf,0.8102182955404957,0.7093665602139123,0.6275256300152153,0.6465703270786318,0.8725943225092059,0.8075016094358983,0.6612033065203177,0.9999999999999989,0.7237854763863285,0.4171847469611153,0.42761942267398984,0.6050925352398232,-0.0798223662854309,0.06625432761076494,0.7024373044219837,0.6816528114240119,0.7000419935012283,0.7602823599649382,0.4155434928406773,0.7168140411820343
2018-09-07,dr_neo,0.7900973473076212,0.5686665294099029,0.772532052638306,0.5460042242023752,inf,0.758058104572768,0.8306426617222772,0.7087559548768063,0.6769250531663721,0.8298737700625879,0.8276436493748746,0.7649009798848926,0.7237854763863285,1.0000000000000009,0.5027047267219216,0.5988777240657792,0.6869749795528206,-0.05643364863698178,0.12807206820571132,0.7837660381144727,0.7593576118294035,0.7797484251005401,0.8422232475793443,0.385094426599301,0.7295817795087902
2018-09-07,dr_okb,0.4128387808079069,0.3318376312537259,0.4506379484837944,0.33565431064948453,inf,0.4183931546997227,0.4407852048251958,0.4470502728998401,0.43585035279242546,0.5192249299813843,0.47043167202245906,0.500691084101693,0.4171847469611153,0.5027047267219216,1.0000000000000004,0.449092732406082,0.44557632637723465,-0.04734618362854523,0.0632507875426977,0.4108319265981323,0.34849084767145116,0.4093170836273143,0.4653271710442378,0.20403824150161795,0.43798166422047236
2018-09-07,dr_ont,0.5000390823738021,0.3625038942618347,0.5067191548163875,0.43809587059954835,inf,0.42535966842442946,0.4682385234092442,0.5311575060865911,0.42998346090673023,0.5502373025127069,0.5025752461817096,0.5593729901548476,0.42761942267398984,0.5988777240657792,0.449092732406082,1.000000000000003,0.5642181775890113,-0.05691191460225227,0.14349390656693814,0.47115245458416677,0.45976744213940784,0.4399089677307581,0.5535897748742988,0.2660199067959295,0.47044273478591914
2018-09-07,dr_trx,0.6291426526191155,0.5247483662450003,0.6679292727508735,0.5375924143389205,inf,0.6766977741221882,0.6687924497062758,0.6413245998230477,0.5691084811542513,0.6741293295565273,0.6634249873561864,0.547179480473734,0.6050925352398232,0.6869749795528206,0.44557632637723465,0.5642181775890113,0.9999999999999949,-0.11677325215575808,0.1209326585317852,0.6177174715551392,0.6077821421140707,0.6318248708069288,0.6583760157778678,0.4103022686778092,0.627074705895274
2018-09-07,dr_usdt,-0.04598365288842266,0.0036684274473743456,-0.0834426444794446,-0.005332851689802771,inf,-0.13810559353337598,-0.05837765141526156,-0.08054242127930411,-0.01654088110920331,-0.026180985416748376,-0.07323350579363117,-0.07969480757097157,-0.0798223662854309,-0.05643364863698178,-0.04734618362854523,-0.05691191460225227,-0.11677325215575808,1.0000000000000002,-0.02099218399334768,-0.047027821181174614,-0.10406630421826833,-0.10104582073718042,-0.04337110515839458,0.024133892552216984,-0.14646959665491235
2018-09-07,dr_vet,0.10647706306487427,0.15111676166320223,0.13922127342488175,-0.0161629643016255,inf,0.16142344134580164,0.1302723475986821,0.09424592056820696,0.05918812610620621,0.11151164565311639,0.1489117225894296,0.07125082236302557,0.06625432761076494,0.12807206820571132,0.0632507875426977,0.14349390656693814,0.1209326585317852,-0.02099218399334768,1.0000000000000024,0.0837745368463997,0.06848053676310167,0.14858908098732024,0.1145588175594096,0.06976180346915119,0.09980198687702553
2018-09-07,dr_xem,0.7726469638500695,0.5302478037178401,0.7109452477210959,0.5895861919244971,inf,0.7710739863193449,0.7092932995975071,0.5890388974416332,0.6670924368580989,0.7886664788127825,0.7740616417346732,0.6582009077940395,0.7024373044219837,0.7837660381144727,0.4108319265981323,0.47115245458416677,0.6177174715551392,-0.047027821181174614,0.0837745368463997,1.0000000000000002,0.785767233702671,0.7163157590786545,0.7854184199155098,0.41974683445357597,0.6878902735416065
2018-09-07,dr_xlm,0.8158443272888507,0.5828013946845096,0.7257137918303509,0.4872727494192735,inf,0.7631318982005487,0.7225450422465308,0.6033852229292676,0.6309661823570832,0.7235030559632518,0.7590472227781282,0.6418011186437805,0.6816528114240119,0.7593576118294035,0.34849084767145116,0.45976744213940784,0.6077821421140707,-0.10406630421826833,0.06848053676310167,0.785767233702671,0.9999999999999987,0.7272916753143582,0.767060200014743,0.41266245996014184,0.7190963678399176
2018-09-07,dr_xmr,0.7158124047092995,0.602616640415762,0.7804524558330187,0.5147443706121896,inf,0.8214642151500579,0.8237754955026279,0.6068100558125694,0.6670949748893021,0.7725263295085908,0.8062864078297781,0.6439898842149608,0.7000419935012283,0.7797484251005401,0.4093170836273143,0.4399089677307581,0.6318248708069288,-0.10104582073718042,0.14858908098732024,0.7163157590786545,0.7272916753143582,1.000000000000001,0.7671790068525896,0.4163085334307957,0.7679280745238911
2018-09-07,dr_xrp,0.8116948137670127,0.5873408471114107,0.8099742910214272,0.542437666852929,inf,0.7739182478890578,0.7718106449973035,0.7093809158171811,0.7305557985807748,0.8639973991326294,0.8483364153814187,0.7613198571506294,0.7602823599649382,0.8422232475793443,0.4653271710442378,0.5535897748742988,0.6583760157778678,-0.04337110515839458,0.1145588175594096,0.7854184199155098,0.767060200014743,0.7671790068525896,0.999999999999999,0.40562609989081927,0.7418220497404842
2018-09-07,dr_xtz,0.44884427844939306,0.35010676597780876,0.4169874464194474,0.3884510179248635,inf,0.45069011314985546,0.48717962046308316,0.33877066387486243,0.4334568356118403,0.47160983219539515,0.44752457473653934,0.31725951407903286,0.4155434928406773,0.385094426599301,0.20403824150161795,0.2660199067959295,0.4103022686778092,0.024133892552216984,0.06976180346915119,0.41974683445357597,0.41266245996014184,0.4163085334307957,0.40562609989081927,1.0,0.4459897252342456
2018-09-07,dr_zec,0.6975807271490414,0.5920887734819763,0.7480774985014494,0.5576197699472951,inf,0.7801256643390266,0.7988974135711112,0.5651129914300816,0.6571896485833882,0.788725736695436,0.7968020943626568,0.655646046102712,0.7168140411820343,0.7295817795087902,0.43798166422047236,0.47044273478591914,0.627074705895274,-0.14646959665491235,0.09980198687702553,0.6878902735416065,0.7190963678399176,0.7679280745238911,0.7418220497404842,0.4459897252342456,1.0000000000000002
2018-09-08,dr_ada,0.9999999999999992,0.5576163436982721,0.7437973950444219,0.49749186524321054,inf,0.7714597083320629,0.7322283604155129,0.6804742591245477,0.6651358156107464,0.7941319212818361,0.7721732701423335,0.7000482811950983,0.7359643555091447,0.7895348116665152,0.41580988728526375,0.50061849003616,0.6270087468607994,-0.047468271705371906,0.10598179922968125,0.7735601213500402,0.8148386229764875,0.7144114495624161,0.8116541605160217,0.44259558016367934,0.6961150865483042
2018-09-08,dr_bat,0.5576163436982721,1.0,0.5858078625040258,0.37262581889485136,inf,0.5834122506021873,0.5768256563218895,0.48273996519442636,0.5022254586953631,0.5834031151681511,0.5830349512603116,0.4917661532504342,0.5148712132863252,0.5687117186114576,0.33308936205623346,0.362881947493913,0.5253794485019955,0.0031385587103193984,0.15075143926852466,0.5301913394051105,0.5820214431370905,0.6044114456087922,0.5875011194591029,0.3490959013844452,0.5928677225326157
2018-09-08,dr_bch,0.7437973950444219,0.5858078625040258,1.0,0.5354761963062946,inf,0.8003953652807545,0.7772948227631644,0.6415007143808537,0.6917662218470219,0.8359924468229644,0.85402815565537,0.6994260361782414,0.7590948634149972,0.7733098889461372,0.4560039880462042,0.5084042569992994,0.6642584745032538,-0.08641622173167622,0.13960059717958662,0.7155372641993876,0.7273785834388817,0.7771574963057173,0.8117434406010001,0.4060985004967107,0.7458619270356082
2018-09-08,dr_bnb,0.49749186524321054,0.37262581889485136,0.5354761963062946,0.9999999999999968,-inf,0.5754935365439552,0.5674967447667839,0.4648105410977269,0.48944124967522057,0.6195725654519445,0.5635328395836161,0.49073012093137774,0.5853606940157426,0.544442566564223,0.3378731056083978,0.4380769199650478,0.5344175586283078,-0.006711931060766914,-0.016768270642192423,0.5904734955106011,0.4859244613874734,0.5109593435424186,0.5412924881824492,0.38199053488316737,0.5548107499305158
2018-09-08,dr_bsv,inf,inf,inf,-inf,inf,inf,inf,inf,inf,inf,inf,-inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2018-09-08,dr_btc,0.7714597083320629,0.5834122506021873,0.8003953652807545,0.5754935365439552,inf,0.9999999999999994,0.7612127632228134,0.6196280384599817,0.7143053069933812,0.8569331422003149,0.874547048446491,0.6525245097181122,0.810361811374707,0.7588430089318992,0.4234771706466534,0.4261096107415401,0.6726186994299027,-0.1419306751159238,0.16234140694894955,0.7771722352246138,0.7661360675387198,0.8180714167896411,0.7754243511042894,0.44000248940836223,0.7778886723147979
2018-09-08,dr_dash,0.7322283604155129,0.5768256563218895,0.7772948227631644,0.5674967447667839,inf,0.7612127632228134,1.0000000000000009,0.5854027163744439,0.6872512364042448,0.8073571181099698,0.8116364954180864,0.7118628654007775,0.7057391616447898,0.8273701541633848,0.44109470505868464,0.46507663229264207,0.6604677961842468,-0.06073334775795932,0.13083097803717844,0.7111826450589328,0.7228056978776041,0.815046539265329,0.7678180772016898,0.47764683647366074,0.7916524267354175
2018-09-08,dr_eos,0.6804742591245477,0.48273996519442636,0.6415007143808537,0.4648105410977269,inf,0.6196280384599817,0.5854027163744439,0.9999999999999996,0.5676289118110878,0.658995246504539,0.6722385491090764,0.5455913707526993,0.6267602596343054,0.7083911810204865,0.44809828195015666,0.5310799437393382,0.6412588034739379,-0.08129658613712495,0.09395903280280428,0.5890792774956587,0.6025868424224956,0.6070688302067109,0.7090116958571746,0.33635481090505764,0.5646062395642388
2018-09-08,dr_etc,0.6651358156107464,0.5022254586953631,0.6917662218470219,0.48944124967522057,inf,0.7143053069933812,0.6872512364042448,0.5676289118110878,0.9999999999999992,0.7555603966718168,0.7359431167982975,0.6052758838540893,0.6464624239237098,0.6771162234731839,0.43694893510318566,0.43033120909053746,0.5700196770172719,-0.017045598530423933,0.058851424939890484,0.6670086147262675,0.630249885662242,0.6693757054846861,0.73077412025215,0.4333269694737276,0.658254236355283
2018-09-08,dr_eth,0.7941319212818361,0.5834031151681511,0.8359924468229644,0.6195725654519445,inf,0.8569331422003149,0.8073571181099698,0.658995246504539,0.7555603966718168,1.0,0.8967430236367856,0.7596619591700402,0.8701729385258223,0.8289100321486335,0.5217257739647705,0.5507413761688894,0.6731341721218662,-0.02729689576961426,0.11066606230456229,0.7879199029639476,0.7208973100161463,0.7728207723596248,0.8635487426298778,0.4666094125228852,0.7882951233181668
2018-09-08,dr_ltc,0.7721732701423335,0.5830349512603116,0.85402815565537,0.5635328395836161,inf,0.874547048446491,0.8116364954180864,0.6722385491090764,0.7359431167982975,0.8967430236367856,0.9999999999999996,0.7026153778376919,0.8063469218509315,0.8271708467112983,0.4727074561854731,0.5026317216562921,0.661297899434193,-0.07473095900423331,0.14877388706535954,0.7753159630183099,0.7586359255838167,0.8052301245449931,0.8481068688314394,0.44216996855122204,0.7955415467042912
2018-09-08,dr_miota,0.7000482811950983,0.4917661532504342,0.6994260361782414,0.49073012093137774,-inf,0.6525245097181122,0.7118628654007775,0.5455913707526993,0.6052758838540893,0.7596619591700402,0.7026153778376919,0.9999999999999988,0.664738687715286,0.7683250859298788,0.5019076397171727,0.5614212525981622,0.5537187680350871,-0.079297935582492,0.07101815984889553,0.6586533455103306,0.6426597488149316,0.6531176992319242,0.764508832173889,0.32298574932407137,0.6620996546515112
2018-09-08,dr_mkr,0.7359643555091447,0.5148712132863252,0.7590948634149972,0.5853606940157426,inf,0.810361811374707,0.7057391616447898,0.6267602596343054,0.6464624239237098,0.8701729385258223,0.8063469218509315,0.664738687715286,0.9999999999999989,0.7225856564569929,0.41858041054886636,0.4269366290950558,0.6023271581870308,-0.08122197197034478,0.06601534468225673,0.7033127049559967,0.6811353520322035,0.6977202058078261,0.759250486099552,0.41054678246873516,0.7146825662862711
2018-09-08,dr_neo,0.7895348116665152,0.5687117186114576,0.7733098889461372,0.544442566564223,inf,0.7588430089318992,0.8273701541633848,0.7083911810204865,0.6771162234731839,0.8289100321486335,0.8271708467112983,0.7683250859298788,0.7225856564569929,1.000000000000001,0.5044608656091961,0.5990246524425978,0.6861614345365833,-0.05749812980943438,0.12774898562675105,0.7842364862321309,0.7585533464395084,0.7799536249134398,0.8419643982615165,0.3810135099774179,0.7289282904601813
2018-09-08,dr_okb,0.41580988728526375,0.33308936205623346,0.4560039880462042,0.3378731056083978,inf,0.4234771706466534,0.44109470505868464,0.44809828195015666,0.43694893510318566,0.5217257739647705,0.4727074561854731,0.5019076397171727,0.41858041054886636,0.5044608656091961,1.0000000000000007,0.4502925248552764,0.44908765417712654,-0.0473414199885901,0.06297892927592924,0.4111038046177316,0.3485888899956937,0.4139969312831084,0.46711530698871917,0.20586460083514235,0.4413357996829765
2018-09-08,dr_ont,0.50061849003616,0.362881947493913,0.5084042569992994,0.4380769199650478,inf,0.4261096107415401,0.46507663229264207,0.5310799437393382,0.43033120909053746,0.5507413761688894,0.5026317216562921,0.5614212525981622,0.4269366290950558,0.5990246524425978,0.4502925248552764,1.0000000000000036,0.5651408538711477,-0.057421352521753385,0.1430920761495324,0.47109489286643036,0.4588845091363518,0.4410119793657632,0.5538547795154551,0.26434268372043523,0.4710297611015574
2018-09-08,dr_trx,0.6270087468607994,0.5253794485019955,0.6642584745032538,0.5344175586283078,inf,0.6726186994299027,0.6604677961842468,0.6412588034739379,0.5700196770172719,0.6731341721218662,0.661297899434193,0.5537187680350871,0.6023271581870308,0.6861614345365833,0.44908765417712654,0.5651408538711477,0.9999999999999949,-0.1189418379401727,0.12073279825380023,0.6193300983469237,0.6069525061008216,0.6282727041549339,0.6579767040500769,0.40219811093556834,0.6243177110553146
2018-09-08,dr_usdt,-0.047468271705371906,0.0031385587103193984,-0.08641622173167622,-0.006711931060766914,inf,-0.1419306751159238,-0.06073334775795932,-0.08129658613712495,-0.017045598530423933,-0.02729689576961426,-0.07473095900423331,-0.079297935582492,-0.08122197197034478,-0.05749812980943438,-0.0473414199885901,-0.057421352521753385,-0.1189418379401727,1.0000000000000009,-0.021061518136441,-0.047304876146127404,-0.1047690715637666,-0.10366468402209796,-0.04429960004485373,0.022252802780331527,-0.14853522264174113
2018-09-08,dr_vet,0.10598179922968125,0.15075143926852466,0.13960059717958662,-0.016768270642192423,inf,0.16234140694894955,0.13083097803717844,0.09395903280280428,0.058851424939890484,0.11066606230456229,0.14877388706535954,0.07101815984889553,0.06601534468225673,0.12774898562675105,0.06297892927592924,0.1430920761495324,0.12073279825380023,-0.021061518136441,1.0000000000000027,0.08362854105615233,0.06833960025734447,0.14858311298550225,0.11411997648740667,0.06974918431493686,0.09941410720155919
2018-09-08,dr_xem,0.7735601213500402,0.5301913394051105,0.7155372641993876,0.5904734955106011,inf,0.7771722352246138,0.7111826450589328,0.5890792774956587,0.6670086147262675,0.7879199029639476,0.7753159630183099,0.6586533455103306,0.7033127049559967,0.7842364862321309,0.4111038046177316,0.47109489286643036,0.6193300983469237,-0.047304876146127404,0.08362854105615233,1.0000000000000002,0.785788822414423,0.719386541519238,0.78554852956212,0.42132459899162683,0.6893425734674821
2018-09-08,dr_xlm,0.8148386229764875,0.5820214431370905,0.7273785834388817,0.4859244613874734,inf,0.7661360675387198,0.7228056978776041,0.6025868424224956,0.630249885662242,0.7208973100161463,0.7586359255838167,0.6426597488149316,0.6811353520322035,0.7585533464395084,0.3485888899956937,0.4588845091363518,0.6069525061008216,-0.1047690715637666,0.06833960025734447,0.785788822414423,0.9999999999999986,0.7274754382724752,0.7659759346799432,0.41147038017476567,0.7183904844490615
2018-09-08,dr_xmr,0.7144114495624161,0.6044114456087922,0.7771574963057173,0.5109593435424186,inf,0.8180714167896411,0.815046539265329,0.6070688302067109,0.6693757054846861,0.7728207723596248,0.8052301245449931,0.6531176992319242,0.6977202058078261,0.7799536249134398,0.4139969312831084,0.4410119793657632,0.6282727041549339,-0.10366468402209796,0.14858311298550225,0.719386541519238,0.7274754382724752,1.0000000000000016,0.7680364312136876,0.4062125847646858,0.766177530714157
2018-09-08,dr_xrp,0.8116541605160217,0.5875011194591029,0.8117434406010001,0.5412924881824492,inf,0.7754243511042894,0.7678180772016898,0.7090116958571746,0.73077412025215,0.8635487426298778,0.8481068688314394,0.764508832173889,0.759250486099552,0.8419643982615165,0.46711530698871917,0.5538547795154551,0.6579767040500769,-0.04429960004485373,0.11411997648740667,0.78554852956212,0.7659759346799432,0.7680364312136876,0.999999999999999,0.40229328026492767,0.7417477957756193
2018-09-08,dr_xtz,0.44259558016367934,0.3490959013844452,0.4060985004967107,0.38199053488316737,inf,0.44000248940836223,0.47764683647366074,0.33635481090505764,0.4333269694737276,0.4666094125228852,0.44216996855122204,0.32298574932407137,0.41054678246873516,0.3810135099774179,0.20586460083514235,0.26434268372043523,0.40219811093556834,0.022252802780331527,0.06974918431493686,0.42132459899162683,0.41147038017476567,0.4062125847646858,0.40229328026492767,1.0000000000000002,0.43876349898139266
2018-09-08,dr_zec,0.6961150865483042,0.5928677225326157,0.7458619270356082,0.5548107499305158,inf,0.7778886723147979,0.7916524267354175,0.5646062395642388,0.658254236355283,0.7882951233181668,0.7955415467042912,0.6620996546515112,0.7146825662862711,0.7289282904601813,0.4413357996829765,0.4710297611015574,0.6243177110553146,-0.14853522264174113,0.09941410720155919,0.6893425734674821,0.7183904844490615,0.766177530714157,0.7417477957756193,0.43876349898139266,1.0000000000000004
2018-09-09,dr_ada,0.9999999999999992,0.5612797146122918,0.7485051753315637,0.5013868787977488,inf,0.7760436971069212,0.7339879483809217,0.6846724946623977,0.6694803029046158,0.7963348357755323,0.7771047924619359,0.7024963590653515,0.7375773334299344,0.7925640333609735,0.4198355944673535,0.5014673792502921,0.6321286169618493,-0.046628498240457825,0.10584138346101009,0.7778846643753562,0.8169882705950462,0.7222783501418831,0.8147011370813091,0.4462631555354198,0.7006370623075362
2018-09-09,dr_bat,0.5612797146122918,1.0000000000000002,0.5878318115541633,0.37652525498717093,inf,0.5861974648293684,0.5742977313204729,0.48556437670045594,0.5053699885583007,0.588228743553133,0.5859810779248475,0.49450223851182457,0.5213965320346347,0.5722215373037558,0.33946800871662847,0.3657392721461392,0.5285193657090723,0.002866672352173666,0.1503878381013277,0.5384818825298572,0.5843014380440614,0.6092788080802024,0.5897299948550722,0.35222551996302254,0.5933872924641307
